project,name,version,type,purl,cpe,language,pkg_type,path
Magento-Magento_Commerce,magento/language-pt_br,100.3.1,library,pkg:composer/magento/language-pt_br@100.3.1,cpe:2.3:a:magento\/language-pt-br:magento\/language-pt-br:100.3.1:*:*:*:*:*:*:*,php,php-composer,/dev/tests/integration/testsuite/Magento/Framework/Composer/_files/testSkeleton/composer.lock
LocomotiveCMS-LocomotiveCMS,public_suffix,6.0.2,library,pkg:gem/public_suffix@6.0.2,cpe:2.3:a:public-suffix:public-suffix:6.0.2:*:*:*:*:*:*:*,ruby,gem,/Gemfile.lock
Thelia-Thelia,fsevents,2.3.2,library,pkg:npm/fsevents@2.3.2,cpe:2.3:a:fsevents:fsevents:2.3.2:*:*:*:*:*:*:*,javascript,npm,/templates/frontOffice/modern/yarn.lock
Angular-AngularJS,fill-range,7.1.1,library,pkg:npm/fill-range@7.1.1,cpe:2.3:a:fill-range:fill-range:7.1.1:*:*:*:*:*:*:*,javascript,npm,/integration/standalone-bootstrap/pnpm-lock.yaml
GHOST-Ghost,@webassemblyjs/helper-fsm,1.9.0,library,pkg:npm/%40webassemblyjs/helper-fsm@1.9.0,cpe:2.3:a:\@webassemblyjs\/helper-fsm:\@webassemblyjs\/helper-fsm:1.9.0:*:*:*:*:*:*:*,javascript,npm,/yarn.lock
Angular-AngularJS,os-tmpdir,1.0.2,library,pkg:npm/os-tmpdir@1.0.2,cpe:2.3:a:os-tmpdir:os-tmpdir:1.0.2:*:*:*:*:*:*:*,javascript,npm,/integration/trusted-types/pnpm-lock.yaml
PrestaShop-Commerce_Software,./.github/workflows/workflow-matrix-generator.yml,UNKNOWN,library,,cpe:2.3:a:.\/.github\/workflows\/workflow-matrix-generator.yml:.\/.github\/workflows\/workflow-matrix-generator.yml:*:*:*:*:*:*:*:*,,github-action-workflow,/.github/workflows/api-module.yml
The_Apache_Software_Foundation-Apache_Flink,actions/checkout,v4,library,pkg:github/actions/checkout@v4,cpe:2.3:a:actions\/checkout:actions\/checkout:v4:*:*:*:*:*:*:*,,github-action,/.github/workflows/community-review.yml
Selenium_HQ-Selenium_IDE,slash,3.0.0,library,pkg:npm/slash@3.0.0,cpe:2.3:a:slash:slash:3.0.0:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
Ionic-Ionic_Framework,@types/range-parser,1.2.4,library,pkg:npm/%40types/range-parser@1.2.4,cpe:2.3:a:\@types\/range-parser:\@types\/range-parser:1.2.4:*:*:*:*:*:*:*,javascript,npm,/packages/react/test/apps/react17/package-lock.json
Tilde-Emberjs,map-obj,1.0.1,library,pkg:npm/map-obj@1.0.1,cpe:2.3:a:map-obj:map-obj:1.0.1:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
Magento-Magento_Commerce,wikimedia/less.php,v5.5.1,library,pkg:composer/wikimedia/less.php@v5.5.1,cpe:2.3:a:wikimedia\/less.php:wikimedia\/less.php:v5.5.1:*:*:*:*:*:*:*,php,php-composer,/composer.lock
Angular-AngularJS,cross-spawn,7.0.6,library,pkg:npm/cross-spawn@7.0.6,cpe:2.3:a:cross-spawn:cross-spawn:7.0.6:*:*:*:*:*:*:*,javascript,npm,/integration/platform-server-hydration/pnpm-lock.yaml
Sentry-Ravenjs,@sentry/cli-win32-arm64,2.58.5,library,pkg:npm/%40sentry/cli-win32-arm64@2.58.5,cpe:2.3:a:\@sentry\/cli-win32-arm64:\@sentry\/cli-win32-arm64:2.58.5:*:*:*:*:*:*:*,javascript,npm,/yarn.lock
FACEBOOK-React,send,0.15.4,library,pkg:npm/send@0.15.4,cpe:2.3:a:send_project:send:0.15.4:*:*:*:*:node.js:*:*,javascript,npm,/fixtures/attribute-behavior/yarn.lock
The_Apache_Software_Foundation-Apache_Ambari,uid-number,0.0.6,library,pkg:npm/uid-number@0.0.6,cpe:2.3:a:uid-number:uid-number:0.0.6:*:*:*:*:*:*:*,javascript,npm,/contrib/views/wfmanager/src/main/resources/ui/yarn.lock
Countly-Countly,graceful-fs,4.2.11,library,pkg:npm/graceful-fs@4.2.11,cpe:2.3:a:graceful-fs:graceful-fs:4.2.11:*:*:*:*:*:*:*,javascript,npm,/plugins/hooks/package-lock.json
phpMyAdmin-phpMyAdmin,@babel/plugin-syntax-typescript,7.28.6,library,pkg:npm/%40babel/plugin-syntax-typescript@7.28.6,cpe:2.3:a:\@babel\/plugin-syntax-typescript:\@babel\/plugin-syntax-typescript:7.28.6:*:*:*:*:*:*:*,javascript,npm,/yarn.lock
Sentry-Ravenjs,@azure/storage-common,12.3.0,library,pkg:npm/%40azure/storage-common@12.3.0,cpe:2.3:a:\@azure\/storage-common:\@azure\/storage-common:12.3.0:*:*:*:*:*:*:*,javascript,npm,/yarn.lock
Jetpack-JetPack,automattic/jetpack-connection,dev-trunk,library,pkg:composer/automattic/jetpack-connection@dev-trunk,cpe:2.3:a:automattic\/jetpack-connection:automattic\/jetpack-connection:dev-trunk:*:*:*:*:*:*:*,php,php-composer,/projects/plugins/social/composer.lock
The_Apache_Software_Foundation-Apache_Ambari,events-to-array,1.1.2,library,pkg:npm/events-to-array@1.1.2,cpe:2.3:a:events-to-array:events-to-array:1.1.2:*:*:*:*:*:*:*,javascript,npm,/contrib/views/files/src/main/resources/ui/yarn.lock
GridGain-GridGain,google-api-client,1.35.2,library,pkg:maven/com.google.api-client/google-api-client@1.35.2,cpe:2.3:a:com.google.api-client:google-api-client:1.35.2:*:*:*:*:*:*:*,java,java-archive,/modules/gce/pom.xml
Liferay-Liferay,@jridgewell/trace-mapping,0.3.25,library,pkg:npm/%40jridgewell/trace-mapping@0.3.25,cpe:2.3:a:\@jridgewell\/trace-mapping:\@jridgewell\/trace-mapping:0.3.25:*:*:*:*:*:*:*,javascript,npm,/workspaces/liferay-stripe-workspace/yarn.lock
Sentry-Ravenjs,invariant,2.2.4,library,pkg:npm/invariant@2.2.4,cpe:2.3:a:invariant:invariant:2.2.4:*:*:*:*:*:*:*,javascript,npm,/yarn.lock
The_Apache_Software_Foundation-Apache_Mesos,docopt,0.6.2,library,pkg:pypi/docopt@0.6.2,cpe:2.3:a:python-docopt:python-docopt:0.6.2:*:*:*:*:*:*:*,python,python,/src/python/cli_new/pip-requirements.txt
Liferay-Liferay,map-obj,4.1.0,library,pkg:npm/map-obj@4.1.0,cpe:2.3:a:map-obj:map-obj:4.1.0:*:*:*:*:*:*:*,javascript,npm,/modules/yarn.lock
Angular-AngularJS,is-promise,4.0.0,library,pkg:npm/is-promise@4.0.0,cpe:2.3:a:is-promise:is-promise:4.0.0:*:*:*:*:*:*:*,javascript,npm,/integration/standalone-bootstrap/pnpm-lock.yaml
Ionic-Ionic_Framework,p-locate,5.0.0,library,pkg:npm/p-locate@5.0.0,cpe:2.3:a:p-locate:p-locate:5.0.0:*:*:*:*:*:*:*,javascript,npm,/packages/angular/test/apps/ng20/package-lock.json
The_Apache_Software_Foundation-Apache_Kylin,spring-integration-jdbc,UNKNOWN,library,pkg:maven/org.springframework.integration/spring-integration-jdbc,cpe:2.3:a:org.springframework.integration:spring-integration-jdbc:*:*:*:*:*:*:*:*,java,java-archive,/src/distributed-lock-ext/pom.xml
Citrix_Systems_Inc-CloudStack,codecov/codecov-action,v4,library,pkg:github/codecov/codecov-action@v4,cpe:2.3:a:codecov\/codecov-action:codecov\/codecov-action:v4:*:*:*:*:*:*:*,,github-action,/.github/workflows/ui.yml
WooCommerce-WooCommerce,possible-typed-array-names,1.1.0,library,pkg:npm/possible-typed-array-names@1.1.0,cpe:2.3:a:possible-typed-array-names:possible-typed-array-names:1.1.0:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
Apollo_GraphQL-Apollo_Client,@sinonjs/fake-timers,8.1.0,library,pkg:npm/%40sinonjs/fake-timers@8.1.0,cpe:2.3:a:\@sinonjs\/fake-timers:\@sinonjs\/fake-timers:8.1.0:*:*:*:*:*:*:*,javascript,npm,/integration-tests/pnpm-lock.yaml
Shopware_Inc-Shopware,minimist,1.2.8,library,pkg:npm/minimist@1.2.8,cpe:2.3:a:minimist:minimist:1.2.8:*:*:*:*:*:*:*,javascript,npm,/src/Administration/Resources/app/administration/package-lock.json
Grafana_Labs-Grafana,github.com/klauspost/compress,v1.18.4,library,pkg:golang/github.com/klauspost/compress@v1.18.4,cpe:2.3:a:klauspost:compress:v1.18.4:*:*:*:*:*:*:*,go,go-module,/apps/alerting/historian/go.mod
Jahia-Jahia,ansi-cyan,0.1.1,library,pkg:npm/ansi-cyan@0.1.1,cpe:2.3:a:ansi-cyan:ansi-cyan:0.1.1:*:*:*:*:*:*:*,javascript,npm,/war/yarn.lock
GHOST-Ghost,@radix-ui/react-toggle-group,1.0.4,library,pkg:npm/%40radix-ui/react-toggle-group@1.0.4,cpe:2.3:a:\@radix-ui\/react-toggle-group:\@radix-ui\/react-toggle-group:1.0.4:*:*:*:*:*:*:*,javascript,npm,/yarn.lock
Hbase-Hbase,longest-streak,3.1.0,library,pkg:npm/longest-streak@3.1.0,cpe:2.3:a:longest-streak:longest-streak:3.1.0:*:*:*:*:*:*:*,javascript,npm,/hbase-website/package-lock.json
Mesosphere_Inc_-Marathon,retrying,1.3.3,library,pkg:pypi/retrying@1.3.3,cpe:2.3:a:python-retrying:python-retrying:1.3.3:*:*:*:*:*:*:*,python,python,/tests/system/Pipfile.lock
Ionic-Ionic_Framework,string.prototype.trimend,1.0.5,library,pkg:npm/string.prototype.trimend@1.0.5,cpe:2.3:a:string.prototype.trimend:string.prototype.trimend:1.0.5:*:*:*:*:*:*:*,javascript,npm,/packages/react/test/apps/react17/package-lock.json
PowerDNS-DNS_Server,pyyaml,6.0.3,library,pkg:pypi/pyyaml@6.0.3,cpe:2.3:a:python-pyyaml:python-pyyaml:6.0.3:*:*:*:*:*:*:*,python,python,/pdns/dnsdistdist/docs/requirements.txt
Liferay-Liferay,array-includes,3.1.8,library,pkg:npm/array-includes@3.1.8,cpe:2.3:a:array-includes:array-includes:3.1.8:*:*:*:*:*:*:*,javascript,npm,/workspaces/clarity-solution-workspace/yarn.lock
Grafana_Labs-Grafana,go.opentelemetry.io/otel/sdk/metric,v1.40.0,library,pkg:golang/go.opentelemetry.io/otel/sdk/metric@v1.40.0,cpe:2.3:a:otel:sdk\/metric:v1.40.0:*:*:*:*:*:*:*,go,go-module,/pkg/build/go.mod
Angular-AngularJS,ms,2.1.3,library,pkg:npm/ms@2.1.3,cpe:2.3:a:vercel:ms:2.1.3:*:*:*:*:node.js:*:*,javascript,npm,/integration/animations/pnpm-lock.yaml
Magento-Magento_Commerce,magento/module-google-optimizer,100.3.1,library,pkg:composer/magento/module-google-optimizer@100.3.1,cpe:2.3:a:magento\/module-google-optimizer:magento\/module-google-optimizer:100.3.1:*:*:*:*:*:*:*,php,php-composer,/dev/tests/integration/testsuite/Magento/Framework/Composer/_files/testFromCreateProject/composer.lock
Rust-Rust,syn,2.0.87,library,pkg:cargo/syn@2.0.87,cpe:2.3:a:syn:syn:2.0.87:*:*:*:*:*:*:*,rust,rust-crate,/src/bootstrap/Cargo.lock
Angular-AngularJS,@tybys/wasm-util,0.10.1,library,pkg:npm/%40tybys/wasm-util@0.10.1,cpe:2.3:a:\@tybys\/wasm-util:\@tybys\/wasm-util:0.10.1:*:*:*:*:*:*:*,javascript,npm,/integration/ng-add-localize/pnpm-lock.yaml
Sentry-Ravenjs,no-case,3.0.4,library,pkg:npm/no-case@3.0.4,cpe:2.3:a:no-case_project:no-case:3.0.4:*:*:*:*:node.js:*:*,javascript,npm,/yarn.lock
scikit-learn-scikit-learn,pypa/cibuildwheel,v3.3.1,library,pkg:github/pypa/cibuildwheel@v3.3.1,cpe:2.3:a:pypa\/cibuildwheel:pypa\/cibuildwheel:v3.3.1:*:*:*:*:*:*:*,,github-action,/.github/workflows/emscripten.yml
Liferay-Liferay,@next/swc-linux-arm64-musl,15.5.7,library,pkg:npm/%40next/swc-linux-arm64-musl@15.5.7,cpe:2.3:a:\@next\/swc-linux-arm64-musl:\@next\/swc-linux-arm64-musl:15.5.7:*:*:*:*:*:*:*,javascript,npm,/modules/yarn.lock
Angular-AngularJS,minipass-flush,1.0.5,library,pkg:npm/minipass-flush@1.0.5,cpe:2.3:a:minipass-flush:minipass-flush:1.0.5:*:*:*:*:*:*:*,javascript,npm,/integration/cli-hello-world/pnpm-lock.yaml
EasyMock-EasyMock,jekyll-github-metadata,2.16.1,library,pkg:gem/jekyll-github-metadata@2.16.1,cpe:2.3:a:jekyll-github-metadata:jekyll-github-metadata:2.16.1:*:*:*:*:*:*:*,ruby,gem,/website/Gemfile.lock
Liferay-Liferay,@typescript-eslint/visitor-keys,5.62.0,library,pkg:npm/%40typescript-eslint/visitor-keys@5.62.0,cpe:2.3:a:\@typescript-eslint\/visitor-keys:\@typescript-eslint\/visitor-keys:5.62.0:*:*:*:*:*:*:*,javascript,npm,/workspaces/liferay-dotcom-workspace/yarn.lock
The_Apache_Software_Foundation-Apache_Ambari,babel-plugin-filter-imports,0.2.1,library,pkg:npm/babel-plugin-filter-imports@0.2.1,cpe:2.3:a:babel-plugin-filter-imports:babel-plugin-filter-imports:0.2.1:*:*:*:*:*:*:*,javascript,npm,/contrib/views/files/src/main/resources/ui/yarn.lock
Rundeck-Rundeck,sortablejs,1.14.0,library,pkg:npm/sortablejs@1.14.0,cpe:2.3:a:sortablejs:sortablejs:1.14.0:*:*:*:*:*:*:*,javascript,npm,/rundeckapp/grails-spa/packages/ui-trellis/package-lock.json
Node_js-Node_js,micromark-util-combine-extensions,2.0.1,library,pkg:npm/micromark-util-combine-extensions@2.0.1,cpe:2.3:a:micromark-util-combine-extensions:micromark-util-combine-extensions:2.0.1:*:*:*:*:*:*:*,javascript,npm,/tools/eslint/package-lock.json
GHOST-Ghost,@types/find-cache-dir,3.2.1,library,pkg:npm/%40types/find-cache-dir@3.2.1,cpe:2.3:a:\@types\/find-cache-dir:\@types\/find-cache-dir:3.2.1:*:*:*:*:*:*:*,javascript,npm,/yarn.lock
Grafana_Labs-Grafana,github.com/beorn7/perks,v1.0.1,library,pkg:golang/github.com/beorn7/perks@v1.0.1,cpe:2.3:a:beorn7:perks:v1.0.1:*:*:*:*:*:*:*,go,go-module,/apps/example/go.mod
Tilde-Emberjs,@babel/compat-data,7.29.0,library,pkg:npm/%40babel/compat-data@7.29.0,cpe:2.3:a:\@babel\/compat-data:\@babel\/compat-data:7.29.0:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
Angular-AngularJS,strip-ansi,3.0.1,library,pkg:npm/strip-ansi@3.0.1,cpe:2.3:a:strip-ansi:strip-ansi:3.0.1:*:*:*:*:*:*:*,javascript,npm,/integration/ng_elements/pnpm-lock.yaml
EllisLab-EllisLab_ExpressionEngine,actions/checkout,v4,library,pkg:github/actions/checkout@v4,cpe:2.3:a:actions\/checkout:actions\/checkout:v4:*:*:*:*:*:*:*,,github-action,/.github/workflows/phpcs.yml
dotCMS-dotCMS,cliui,9.0.1,library,pkg:npm/cliui@9.0.1,cpe:2.3:a:cliui:cliui:9.0.1:*:*:*:*:*:*:*,javascript,npm,/core-web/yarn.lock
Zabbix-Zabbix,split-string,3.1.0,library,pkg:npm/split-string@3.1.0,cpe:2.3:a:split-string:split-string:3.1.0:*:*:*:*:*:*:*,javascript,npm,/sass/icons/package-lock.json
Jahia-Jahia,is-fullwidth-code-point,1.0.0,library,pkg:npm/is-fullwidth-code-point@1.0.0,cpe:2.3:a:is-fullwidth-code-point:is-fullwidth-code-point:1.0.0:*:*:*:*:*:*:*,javascript,npm,/war/yarn.lock
Google-Angular_Material,entities,1.1.2,library,pkg:npm/entities@1.1.2,cpe:2.3:a:entities:entities:1.1.2:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
Angular-AngularJS,constant-case,3.0.4,library,pkg:npm/constant-case@3.0.4,cpe:2.3:a:constant-case:constant-case:3.0.4:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
The_Apache_Software_Foundation-Apache_NiFi,/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_NiFi/nifi-commons/nifi-custom-ui-utils/pom.xml,,file,,,,,
Angular-AngularJS,mime-db,1.52.0,library,pkg:npm/mime-db@1.52.0,cpe:2.3:a:mime-db:mime-db:1.52.0:*:*:*:*:*:*:*,javascript,npm,/integration/cli-hello-world-lazy/pnpm-lock.yaml
Apollo_GraphQL-Apollo_Client,ejs,3.1.10,library,pkg:npm/ejs@3.1.10,cpe:2.3:a:ejs:ejs:3.1.10:*:*:*:*:node.js:*:*,javascript,npm,/integration-tests/pnpm-lock.yaml
Magento-Magento_Commerce,laminas/laminas-code,3.3.1,library,pkg:composer/laminas/laminas-code@3.3.1,cpe:2.3:a:laminas\/laminas-code:laminas\/laminas-code:3.3.1:*:*:*:*:*:*:*,php,php-composer,/dev/tests/integration/testsuite/Magento/Framework/Composer/_files/testSkeleton/composer.lock
Liferay-Liferay,@babel/plugin-transform-typeof-symbol,7.27.1,library,pkg:npm/%40babel/plugin-transform-typeof-symbol@7.27.1,cpe:2.3:a:\@babel\/plugin-transform-typeof-symbol:\@babel\/plugin-transform-typeof-symbol:7.27.1:*:*:*:*:*:*:*,javascript,npm,/modules/yarn.lock
Angular-AngularJS,cacache,20.0.4,library,pkg:npm/cacache@20.0.4,cpe:2.3:a:cacache:cacache:20.0.4:*:*:*:*:*:*:*,javascript,npm,/integration/cli-signal-inputs/pnpm-lock.yaml
dotCMS-dotCMS,@types/d3-path,3.1.1,library,pkg:npm/%40types/d3-path@3.1.1,cpe:2.3:a:\@types\/d3-path:\@types\/d3-path:3.1.1:*:*:*:*:*:*:*,javascript,npm,/core-web/yarn.lock
dotCMS-dotCMS,typescript,5.7.3,library,pkg:npm/typescript@5.7.3,cpe:2.3:a:typescript:typescript:5.7.3:*:*:*:*:*:*:*,javascript,npm,/e2e/dotcms-e2e-node/frontend/yarn.lock
dotCMS-dotCMS,jwa,1.4.1,library,pkg:npm/jwa@1.4.1,cpe:2.3:a:jwa:jwa:1.4.1:*:*:*:*:*:*:*,javascript,npm,/.github/actions/issues/issue-fetcher/package-lock.json
CKSource_sp__z_o_o__sp_k_-CKEditor,@esbuild/android-x64,0.25.10,library,pkg:npm/%40esbuild/android-x64@0.25.10,cpe:2.3:a:\@esbuild\/android-x64:\@esbuild\/android-x64:0.25.10:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
WooCommerce-WooCommerce,postcss-minify-params,5.1.4,library,pkg:npm/postcss-minify-params@5.1.4,cpe:2.3:a:postcss-minify-params:postcss-minify-params:5.1.4:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
The_Apache_Software_Foundation-Apache_Mesos,rb-fsevent,0.10.3,library,pkg:gem/rb-fsevent@0.10.3,cpe:2.3:a:rb-fsevent:rb-fsevent:0.10.3:*:*:*:*:*:*:*,ruby,gem,/site/Gemfile.lock
Concrete5-Concrete5,caniuse-lite,1.0.30001616,library,pkg:npm/caniuse-lite@1.0.30001616,cpe:2.3:a:caniuse-lite:caniuse-lite:1.0.30001616:*:*:*:*:*:*:*,javascript,npm,/build/package-lock.json
dotCMS-dotCMS,docker/login-action,v3.0.0,library,pkg:github/docker/login-action@v3.0.0,cpe:2.3:a:docker\/login-action:docker\/login-action:v3.0.0:*:*:*:*:*:*:*,,github-action,/.github/workflows/legacy-release_comp_maven-build-docker-image.yml
Rundeck-Rundeck,vue,3.5.25,library,pkg:npm/vue@3.5.25,cpe:2.3:a:vue:vue:3.5.25:*:*:*:*:*:*:*,javascript,npm,/rundeckapp/grails-spa/packages/ui-trellis/package-lock.json
Ionic-Ionic_Framework,pretty-format,29.5.0,library,pkg:npm/pretty-format@29.5.0,cpe:2.3:a:pretty-format:pretty-format:29.5.0:*:*:*:*:*:*:*,javascript,npm,/packages/react-router/test/apps/reactrouter5/package-lock.json
Selenium_HQ-Selenium_IDE,path-scurry,1.10.1,library,pkg:npm/path-scurry@1.10.1,cpe:2.3:a:path-scurry:path-scurry:1.10.1:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
Grafana_Labs-Grafana,github.com/go-openapi/swag/stringutils,v0.25.4,library,pkg:golang/github.com/go-openapi/swag/stringutils@v0.25.4,cpe:2.3:a:go-openapi:swag\/stringutils:v0.25.4:*:*:*:*:*:*:*,go,go-module,/apps/example/go.mod
Angular-AngularJS,@types/estree,1.0.8,library,pkg:npm/%40types/estree@1.0.8,cpe:2.3:a:\@types\/estree:\@types\/estree:1.0.8:*:*:*:*:*:*:*,javascript,npm,/integration/standalone-bootstrap/pnpm-lock.yaml
FACEBOOK-HHVM,colorchoice,1.0.0,library,pkg:cargo/colorchoice@1.0.0,cpe:2.3:a:colorchoice:colorchoice:1.0.0:*:*:*:*:*:*:*,rust,rust-crate,/hphp/hack/src/Cargo.lock
MongoDB-MongoDB,automat,24.8.1,library,pkg:pypi/automat@24.8.1,cpe:2.3:a:python-automat:python-automat:24.8.1:*:*:*:*:*:*:*,python,python,/poetry.lock
FACEBOOK-React,jiti,1.21.7,library,pkg:npm/jiti@1.21.7,cpe:2.3:a:jiti:jiti:1.21.7:*:*:*:*:*:*:*,javascript,npm,/fixtures/owner-stacks/yarn.lock
Liferay-Liferay,data-view-byte-offset,1.0.0,library,pkg:npm/data-view-byte-offset@1.0.0,cpe:2.3:a:data-view-byte-offset:data-view-byte-offset:1.0.0:*:*:*:*:*:*:*,javascript,npm,/workspaces/liferay-commerceminium4-workspace/yarn.lock
Liferay-Liferay,sample.rest.builder,1.0.0,library,pkg:maven/sample.rest.builder/sample.rest.builder@1.0.0,cpe:2.3:a:sample.rest.builder:sample.rest.builder:1.0.0:*:*:*:*:*:*:*,java,java-archive,/modules/util/portal-tools-rest-builder/samples/pom.xml
MovableType-MovableType,symfony/deprecation-contracts,v3.6.0,library,pkg:composer/symfony/deprecation-contracts@v3.6.0,cpe:2.3:a:symfony\/deprecation-contracts:symfony\/deprecation-contracts:v3.6.0:*:*:*:*:*:*:*,php,php-composer,/plugins/CommonMark/php/composer.lock
dotCMS-dotCMS,estree-walker,2.0.2,library,pkg:npm/estree-walker@2.0.2,cpe:2.3:a:estree-walker:estree-walker:2.0.2:*:*:*:*:*:*:*,javascript,npm,/examples/vuejs/package-lock.json
Angular-AngularJS,@jsonjoy.com/buffers,1.2.1,library,pkg:npm/%40jsonjoy.com/buffers@1.2.1,cpe:2.3:a:\@jsonjoy.com\/buffers:\@jsonjoy.com\/buffers:1.2.1:*:*:*:*:*:*:*,javascript,npm,/integration/animations/pnpm-lock.yaml
FACEBOOK-React,slide,1.1.6,library,pkg:npm/slide@1.1.6,cpe:2.3:a:slide:slide:1.1.6:*:*:*:*:*:*:*,javascript,npm,/fixtures/attribute-behavior/yarn.lock
Jetpack-JetPack,@asamuzakjp/nwsapi,2.3.9,library,pkg:npm/%40asamuzakjp/nwsapi@2.3.9,cpe:2.3:a:\@asamuzakjp\/nwsapi:\@asamuzakjp\/nwsapi:2.3.9:*:*:*:*:*:*:*,javascript,npm,/pnpm-lock.yaml
Liferay-Liferay,ci-info,3.9.0,library,pkg:npm/ci-info@3.9.0,cpe:2.3:a:ci-info:ci-info:3.9.0:*:*:*:*:*:*:*,javascript,npm,/modules/yarn.lock
GHOST-Ghost,delegates,1.0.0,library,pkg:npm/delegates@1.0.0,cpe:2.3:a:delegates:delegates:1.0.0:*:*:*:*:*:*:*,javascript,npm,/yarn.lock
dotCMS-dotCMS,import-cwd,3.0.0,library,pkg:npm/import-cwd@3.0.0,cpe:2.3:a:import-cwd:import-cwd:3.0.0:*:*:*:*:*:*:*,javascript,npm,/core-web/yarn.lock
FACEBOOK-React,postcss-convert-values,2.6.1,library,pkg:npm/postcss-convert-values@2.6.1,cpe:2.3:a:postcss-convert-values:postcss-convert-values:2.6.1:*:*:*:*:*:*:*,javascript,npm,/fixtures/concurrent/time-slicing/yarn.lock
Concrete5-Concrete5,@babel/helper-function-name,7.23.0,library,pkg:npm/%40babel/helper-function-name@7.23.0,cpe:2.3:a:\@babel\/helper-function-name:\@babel\/helper-function-name:7.23.0:*:*:*:*:*:*:*,javascript,npm,/build/package-lock.json
Angular-AngularJS,p-limit,3.1.0,library,pkg:npm/p-limit@3.1.0,cpe:2.3:a:p-limit:p-limit:3.1.0:*:*:*:*:*:*:*,javascript,npm,/integration/cli-hello-world/pnpm-lock.yaml
EasyMock-EasyMock,/Users/dmk6603/Documents/cloned_repos_oss_swdb/EasyMock-EasyMock/test-java8/pom.xml,,file,,,,,
Angular-AngularJS,sockjs,0.3.24,library,pkg:npm/sockjs@0.3.24,cpe:2.3:a:sockjs_project:sockjs:0.3.24:*:*:*:*:node.js:*:*,javascript,npm,/integration/trusted-types/pnpm-lock.yaml
Grafana_Labs-Grafana,k8s.io/apimachinery,v0.35.3,library,pkg:golang/k8s.io/apimachinery@v0.35.3,,go,go-module,/apps/preferences/go.mod
Jenkins-Jenkins,json-buffer,3.0.1,library,pkg:npm/json-buffer@3.0.1,cpe:2.3:a:json-buffer:json-buffer:3.0.1:*:*:*:*:*:*:*,javascript,npm,/yarn.lock
Mesosphere_Inc_-Marathon,coffee-script,2.4.1,library,pkg:gem/coffee-script@2.4.1,cpe:2.3:a:coffee-script:coffee-script:2.4.1:*:*:*:*:*:*:*,ruby,gem,/docs/Gemfile.lock
Liferay-Liferay,acorn,8.10.0,library,pkg:npm/acorn@8.10.0,cpe:2.3:a:acorn:acorn:8.10.0:*:*:*:*:*:*:*,javascript,npm,/workspaces/liferay-sample-workspace/client-extensions/liferay-sample-custom-element-3/yarn.lock
Zend-Zend_Framework,psr/container,1.1.2,library,pkg:composer/psr/container@1.1.2,cpe:2.3:a:psr\/container:psr\/container:1.1.2:*:*:*:*:*:*:*,php,php-composer,/composer.lock
GridGain-GridGain,ignite-ssh,8.9.127-SNAPSHOT,library,pkg:maven/org.gridgain/ignite-ssh@8.9.127-SNAPSHOT,cpe:2.3:a:org.gridgain:ignite-ssh:8.9.127-SNAPSHOT:*:*:*:*:*:*:*,java,java-archive,/modules/ssh/pom.xml
Open_Source-Drupal,fs-constants,1.0.0,library,pkg:npm/fs-constants@1.0.0,cpe:2.3:a:fs-constants:fs-constants:1.0.0:*:*:*:*:*:*:*,javascript,npm,/core/yarn.lock
ec-cube_net-EC-CUBE,source-map,0.6.1,library,pkg:npm/source-map@0.6.1,cpe:2.3:a:source-map:source-map:0.6.1:*:*:*:*:*:*:*,javascript,npm,/package-lock.json
NET_FOUNDATION-Orchard_CMS,dotnet/arcade/.github/workflows/backport-base.yml,30f8bf581e0e0d7e1de30898de8fa9c4008d2f5e,library,pkg:github/dotnet/arcade@30f8bf581e0e0d7e1de30898de8fa9c4008d2f5e#.github/workflows/backport-base.yml,cpe:2.3:a:dotnet\/arcade\/.github\/workflows\/backport-base.yml:dotnet\/arcade\/.github\/workflows\/backport-base.yml:30f8bf581e0e0d7e1de30898de8fa9c4008d2f5e:*:*:*:*:*:*:*,,github-action-workflow,/.github/workflows/backport.yml
Red_Hat-JBoss_Enterprise_Application_Server__EAS_,wildfly-testsuite-shared,UNKNOWN,library,pkg:maven/wildfly-testsuite-shared/wildfly-testsuite-shared,cpe:2.3:a:wildfly-testsuite-shared:wildfly-testsuite-shared:*:*:*:*:*:*:*:*,java,java-archive,/dist/pom.xml
Liferay-Liferay,eslint-utils,3.0.0,library,pkg:npm/eslint-utils@3.0.0,cpe:2.3:a:eslint-utils_project:eslint-utils:3.0.0:*:*:*:*:node.js:*:*,javascript,npm,/workspaces/liferay-learn-workspace/yarn.lock
